CDD;CDU;Cutter;Tombo;;Título;
370.285;;T135i;9514;;Informática na Educação;
370.285;;T135i;9515;;Informática na Educação;
370.5;;F723;10497;;A Formação do Professor;
370.7;;P455;8876;;A Prática Reflexiva no Ofício do Professor;
370.7;;P644p;10224;;O Professor em Construção;
370.7;;R586e;3821;;Ética e competência;
370.7;;R586e;3822;;Ética e competência;
370.71;;E79a;9406;;A Análise de Necessidades na Formação de Professores;
370.71;;E79a;10491;;A Análise de Necessidades na Formação de Professores;
370.71;;E79a;10493;;A Análise de Necessidades na Formação de Professores;
370.71;;E96;8195;;Pec - programa de educação continuada;
370.71;;F137v;517;;Formação de Professores;
370.71;;F723;10228;;Formação de Professores;
370.71;;F723;10250;;Formação de Professores;
370.71;;L694a;10217;;Adeus Professor, Adeus Professora?;
370.710981;;C972b;10499;;O bom professor e sua prática;
370.7124;;D636u;4831;;Docência na Universidade;
370.7124;;V331f;10235;;Formação do Professor do Ensino Superior;
370.7201;;L941a;10452;;Avaliação de Aprendizagem;
370.7201;;L941a;10453;;Avaliação de Aprendizagem;
370.7201;;L941a;10454;;Avaliação de Aprendizagem;
370.7201;;L941a;10455;;Avaliação de Aprendizagem;
370.733;;B577m;243;;Manual de Orientação;
370.733;;B577m;6607;;Estágio Supervisionado;
370.733;;B577m;6608;;Estágio Supervisionado;
370.733;;B577m;6609;;Estágio Supervisionado;
370.733;;B577m;6610;;Estágio Supervisionado;
370.733;;B577m;10469;;Manual de Orientação Estágio Supervisionado;
370.733;;E79;6573;;Estágio Supervisionado e Trabalho de Conclusão de Curso;
370.733;;E79;6574;;Estágio Supervisionado e Trabalho de Conclusão de Curso;
370.733;;E79;6575;;Estágio Supervisionado e Trabalho de Conclusão de Curso;
370.733;;E79;6576;;Estágio Supervisionado e Trabalho de Conclusão de Curso;
370.733;;E79;6611;;Estágio Supervisionado e Trabalho de Conclusão de Curso;
370.733;;E79;6612;;Estágio Supervisionado e Trabalho de Conclusão de Curso;
370.733;;E79;6613;;Estágio Supervisionado e Trabalho de Conclusão de Curso;
370.733;;E79;6614;;Estágio Supervisionado e Trabalho de Conclusão de Curso;
370.78;; S237p;10218;;Pesquisa Educacional: quantidade-qualidade;
370.78;;D3832e;10248;;Educar Pela Pesquisa;
370.8190;;V633h;9460;;História da Profissão Docente no Brasil;
370.8190;;V633h;9461;;História da Profissão Docente no Brasil;
370.9;;M827i;3274;;Contribuição à Pesquisa do Ensino Técnico no Estado de São Paulo;
370.91;;H673;9539;;Histórias e Memórias da Educação no Brasil;
370.92;;A447m;5311;;Mulheres: Perfis Retratados;
370.92;;A447m;8484;;Mulheres: Perfis Retratados;
370.92;;A447m;8485;;Mulheres: Perfis Retratados;
370.92;;A447m;8486;;Mulheres: Perfis Retratados;
370.981;;A615;9743;;500 Anos de Educação no Brasil;
370.981;;A615;9744;;500 Anos de Educação no Brasil;
370.981;;A615;9745;;500 Anos de Educação no Brasil;
370.981;;A615;9746;;500 Anos de Educação no Brasil;
370.981;;A615;9747;;500 Anos de Educação no Brasil;
370.981;;A615;9748;;500 Anos de Educação no Brasil;
370.981;;C696d;10727;;Os Desafios da Educação no Brasil;
370.981;;F866h;9526;;História Social da Educação no Brasil (1926-1996);
370.981;;F866h;9527;;História Social da Educação no Brasil (1926-1996);
370.981;;H673;9534;;Histórias e Memórias da Educação no Brasil;
370.981;;H673;9535;;Histórias e Memórias da Educação no Brasil;
370.981;;H673;9536;;Histórias e Memórias da Educação no Brasil;
370.981;;H673;9537;;Histórias e Memórias da Educação no Brasil;
370.981;;H673;9538;;Histórias e Memórias da Educação no Brasil;
370.981;;S267s;10354;;Sistema Nacional de Educação e Plano Nacional de Educação;
370.981;;S267s;10355;;Sistema Nacional de Educação e Plano Nacional de Educação;
370.98104;;G637e;9765;;Educação, Poder e Sociedade no Império Brasileiro;
370.98104;;G637e;9766;;Educação, Poder e Sociedade no Império Brasileiro;
370.98104;;G637e;9767;;Educação, Poder e Sociedade no Império Brasileiro;
370.98104;;G637e;9768;;Educação, Poder e Sociedade no Império Brasileiro;
370.98104;;G637e;9769;;Educação, Poder e Sociedade no Império Brasileiro;
370.98104;;G637e;9770;;Educação, Poder e Sociedade no Império Brasileiro;
370.9810904;;S719h;9563;;História da Organização do Trabalho Escolar e do Currículo no Século XX;
370.9810904;;S731h;9560;;História da Organização do Trabalho Escolar e do Currículo no Século XX;
370.9810904;;S731h;9561;;História da Organização do Trabalho Escolar e do Currículo no Século XX;
370.9810904;;S731h;9562;;História da Organização do Trabalho Escolar e do Currículo no Século XX;
370.9810904;;S731h;9564;;História da Organização do Trabalho Escolar e do Currículo no Século XX;
370.9810904;;S731h;9565;;História da Organização do Trabalho Escolar e do Currículo no Século XX;
371;;P693d;9394;;Direito Autoral para Educação a Distância;
371;;P712;9661;;Plano Nacional de Implementação das Diretrizes Curriculares Nacionais para a Educação das Relações Étnico-raciais e para o Ensino de História e Cultu;
371;;P712;9662;;Plano Nacional de Implementação das Diretrizes Curriculares Nacionais para a Educação das Relações Étnico-raciais e para o Ensino de História e Cultu;
371;;P712;9663;;Plano Nacional de Implementação das Diretrizes Curriculares Nacionais para a Educação das Relações Étnico-raciais e para o Ensino de História e Cultu;
371;;P712;9664;;Plano Nacional de Implementação das Diretrizes Curriculares Nacionais para a Educação das Relações Étnico-raciais e para o Ensino de História e Cultu;
371;;P712;9665;;Plano Nacional de Implementação das Diretrizes Curriculares Nacionais para a Educação das Relações Étnico-raciais e para o Ensino de História e Cultu;
371;;P712;9666;;Plano Nacional de Implementação das Diretrizes Curriculares Nacionais para a Educação das Relações Étnico-raciais e para o Ensino de História e Cultu;
371.00981;;L694e;10398;;Educação Escolar;
371.00981;;L694e;10399;;Educação Escolar;
371.00981;;L694e;10400;;Educação Escolar;
371.00981;;L694e;10401;;Educação Escolar;
371.010981;;E74;9615;;A Escola Pública no Brasil;
371.010981;;E74;9616;;A Escola Pública no Brasil;
371.010981;;E74;9617;;A Escola Pública no Brasil;
371.010981;;E74;9618;;A Escola Pública no Brasil;
371.010981;;E74;9619;;A Escola Pública no Brasil;
371.010981;;E74;9620;;A Escola Pública no Brasil;
371.102;;D424d;10272;;Diversificar é Preciso...;
371.102;;D424d;10273;;Diversificar é Preciso...;
371.102;;D424d;10274;;Diversificar é Preciso...;
371.102;;D424d;10275;;Diversificar é Preciso...;
371.102;;F985a;10219;;Autoridade do Professor;
371.102;;S159;10226;;Sala de Aula;
371.1023;;A657cs;4830;;Confrontos na sala de aula;
371.12;;C764a;10494;;A Autonomia de Professores;
371.12;;P964;10253;;Profissão Professor;
371.124;;P289p;10726;;Professores do Ensino Superior - Práticas e Desafios;
371.2;;G633m;8074;;MBA educação;
371.2;;M525e;8076;;Educação;
371.26;;A945;8847;;Avaliação;
371.26;;B718m;9215;;Modelo de avaliação;
371.26;;C357a;9550;;Avaliação;
371.26;;C357a;9551;;Avaliação;
371.26;;D576a;8493;;Avaliação participativa no ensino superior e profissionalizante;
371.26;;H699a;10346;;Avaliação Mediadora;
371.26;;H699a;10347;;Avaliação Mediadora;
371.26;;V789;10328;;Vinte e Cinco Anos de Avaliação de Sistemas Educacionais no Brasil;
371.26;;V789;10329;;Vinte e Cinco Anos de Avaliação de Sistemas Educacionais no Brasil;
371.27;;P455a;10268;;Avaliação : Da Excelência À Regulação Das Aprendizagens;
371.27;;P455a;10269;;Avaliação : Da Excelência À Regulação Das Aprendizagens;
371.27;;P455a;10270;;Avaliação : Da Excelência À Regulação Das Aprendizagens;
371.27;;P455a;10271;;Avaliação : Da Excelência À Regulação Das Aprendizagens;
371.291;;F862e;8103;;A Importância do Ato de Ler : em Três Artigos Que Se Completam;
371.291;;F866e;2520;;Extensão ou comunicação?;
371.291;;F866e;2521;;Extensão ou comunicação?;
371.291;;F866e;2522;;Extensão ou comunicação?;
371.291;;F866e;4583;;Extensão ou comunicação?;
371.291;;F866e;4584;;Extensão ou comunicação?;
371.291;;F866e;4585;;Extensão ou comunicação?;
371.3;;C521e;2589;;Educação à Distância;
371.3;;C521e;4169;;Educação à Distância;
371.3;;C691e;9528;;A Escola Que Não Ensina a Escrever;
371.3;;C691e;9529;;A Escola Que Não Ensina a Escrever;
371.3;;C691e;9530;;A Escola Que Não Ensina a Escrever;
371.3;;C691e;9531;;A Escola Que Não Ensina a Escrever;
371.3;;C691e;9532;;A Escola Que Não Ensina a Escrever;
371.3;;C691e;9533;;A Escola Que Não Ensina a Escrever;
371.3;;H879q;4088;;Quando o Professor Resolve;
371.3;;I59;9225;;Instructional Design;
371.30281;;R696a;4669;;Aprender a estudar;
371.30281;;R696a;4670;;Aprender a estudar;
371.30281;;R696a;4671;;Aprender a estudar;
371.3078;;P693e;9397;;Educador Digital;
371.3078;;P693e;10492;;Educador Digital;
371.3078;;P693s;9400;;Sala de Aula Digital;
371.33;;O12;5173;;Objetos de aprendizagem;
371.334;;A492;9279;;Ambientes virtuais de aprendizagem;
371.334;;B862e;399;;Educação e Novas Tecnologias;
371.344;;C268g;10476;;Gestores de E-learning;
371.35;;E24;9227;;Educação a distância;
371.35;;E24;9457;;Ead na Prática;
371.35;;L777a;7457;;Aprendizagem a distância;
371.36;;B823c;9544;;Cultura Afro-brasileira na Escola;
371.36;;B823c;9545;;Cultura Afro-brasileira na Escola;
371.36;;B823c;9546;;Cultura Afro-brasileira na Escola;
371.36;;B823c;9547;;Cultura Afro-brasileira na Escola;
371.36;;B823c;9548;;Cultura Afro-brasileira na Escola;
371.36;;B823c;9549;;Cultura Afro-brasileira na Escola;
371.425;;B665o;10733;;Orientação Profissional;
371.72;;M828r;8494;;A Relação Professor-aluno:;
371.7820981;;C748;8214;;Conflitos na Escola: Modos de Transformar: Dicas para Refletir e Exemplos de Como Lidar;
371.912;;C837e;9273;;A educação do surdo ontem e hoje;
372;;V977;3049;;A Voz dos Educadores;
372;;V977;3050;;A Voz dos Educadores;
372.1100981;;P475a;10244;;Ascensão e Queda do Professor;
372.1100981;;R484f;10222;;A Formação Política do Professor de 1º e 2º Graus;
372.21;;B328;8226;;Bate-Papo-Almanaque para Pais e Filhos;
372.357;;B816e;3511;;Ecologia da cidade;
372.357;;L496e;8218;;A Escola Sustentável;
372.357;;R696c;3512;;Cidades brasileiras;
372.357;;Y83a;3182;;Atlas dos ambientes brasileiros;
372.4;;A654e;4085;;Aprender e Ensinar com Textos de Alunos;
372.4;;A654e;4086;;Aprender e Ensinar com Textos Didáticos e Paradidáticos;
372.4;;A654e;4087;;Aprender e Ensinar com Textos Não Escolares;
372.4;;L533;10223;;Leitura;
372.4;;L649;9759;;Letramento Digital;
372.4;;L649;9760;;Letramento Digital;
372.4;;L649;9761;;Letramento Digital;
372.4;;L649;9762;;Letramento Digital;
372.4;;L649;9763;;Letramento Digital;
372.4;;L649;9764;;Letramento Digital;
372.4;;T334c;10227;;A Construção da Leitura;
372.41;;A161L;10239;;Literatura Infantil;
372.41;;A654;8241;;Aprendendo potuguês nas escolas tiriyó e kaxuyana;
372.41;;C268t;3008;;Teoria e prática de leitura, apreensão e produção de texto;
372.41;;P912;8242;;Praticando Portugues Nas Escolas Titiyo e Kaxuyana;
372.412;;A553r;8763;;Redações perigosas;
372.8981;;C289i;8496;;Imigrantes;
373;;E74p;3128;;Escolas Profissionais Públicas do Estado de São Paulo:;
373;;E74p;3129;;Escolas Profissionais Públicas do Estado de São Paulo:;
373;;E74p;9321;;Escolas Profissionais Públicas do Estado de São Paulo:;
373;;E74p;9322;;Escolas Profissionais Públicas do Estado de São Paulo:;
373;;M296r;4301;;A revolução chinesa;
373.5;;C967;8080;;Cultura, saberes e práticas;
373.5;;F723p;7354;;Formação profissional escola técnica estadual Fernando Prestes: ontem & hoje;
373.5;;H488r;7360;;Reflexos da Reforma da Educação Profissional nas Escolas Ténicas Estaduais de São Paulo;
373.5;;L732de;7357;;Os (Des) Caminhos da Educação Profissional e Tecnológica no Estado de São Paulo: das Raízes àS Reformas Neoliberais;
373.5;;L788;8168;;Livro das Competências Profissionais;
373.81;;O69;4279;;Orientação Curricular para o Ensino Médio;
373.81;;O69;4280;;Orientação Curricular para o Ensino Médio;
373.81;;O69;4281;;Orientação Curricular para o Ensino Médio;
373.81;;O69;4282;;Orientações Curriculares para o Ensino Médio;
373.81;;O69;4283;;Orientações Curriculares para o Ensino Médio;
373.81;;O69;4284;;Orientações Curriculares para o Ensino Médio;
373.81;;O69;4285;;Orientações Curriculares para o Ensino Médio;
373.81;;O69;4286;;Orientações Curriculares para o Ensino Médio;
373.81;;O69;4287;;Orientações Curriculares para o Ensino Médio;
374.012;;F866i;151;;A Importância do Ato de Ler :;
374.944;;M942t;3156;;O Trabalho em Equipe;
378;;;10505;;Livro das Competências Profissionais;
378;;;10513;;Estatísticas do Ensino Superior de Tecnologia Centro Paula Souza 2008 - 2011;
378;;;10600;;Perfil dos Cursos 2016;
378;;C761;9371;;Contexturas;
378;;C761;9372;;Contexturas;
378;;C761;9373;;Contexturas;
378;;C761;9374;;Contexturas;
378;;C761;9375;;Contexturas;
378;;C761;9376;;Contexturas;
378;;C761;9377;;Contexturas;
378;;C794L;9445;;A Leitura na Formação Tecnica;
378;;C794m;9446;;Maturidade Vocacional e Formação Tecnologica;
378;;D352i;10438;;Inovação em Política e Gestão da Educação Profissional e Tecnológica;
378;;E157gp;10434;;Gestão de Produtividade em Operações Logísticas;
378;;G943;10541;;Guia do Estudante - Ensino Superior;
378;;L279m;10436;;Materiais Instrucionais para o Ensino a Distância;
378;;M149g;3387;;Globalização e gestão universitátia;
378;;M297;9453;;Mapeamento das Escolas Técnicas do Centro Paula Souza;
378;;M297;10532;;Mapeamento das Escolas Técnicas;
378;;M297;10533;;Mapeamento das Escolas Técnicas do Centro Paula Souza;
378;;M297;10534;;Mapeamento das Escolas Técnicas:;
378;;M297;10535;;Mapeamento das Escolas Técnicas:;
378;;M297;10536;;Mapeamento das Escolas Técnicas:;
378;;M297;10537;;Mapeamento das Escolas Técnicas do Centro Paula Souza:;
378;;M297;10538;;Mapeamento das Escolas Técnicas Vestibulinho 2º Semestre 2013;
378;;M297;10539;;Mapeamento das Escolas Técnicas - Ano 19 - 2015;
378;;M297;10540;;Mapeamento das Escolas Técnicas do Centro Paula Souza:;
378;;M528a;10435;;Avaliação de Treinamento, Desenvolvimento e Educação;
378;;M545e;9444;;Educação Profissional e Tecnológica na Sociedade do Conhecimento;
378;;P436f;9447;;Funçoes e Competencias do Tutor na Educação a Distancia;
378;;P479s;9443;;Subsidios Ao Estudo da Educação Profissional e Tecnologica;
378;;P896n;4266;;Os novos cursos de graduação tecnológica;
378;;P896n;4267;;Os novos cursos de graduação tecnológica;
378;;P896n;5181;;Os novos cursos de graduação tecnológica;
378;;R173h;9448;;Historias de Vida na Formação do Professor;
378;;R311;4227;;Reconhecer Diferenças, Construir Resultados:;
378;;S371e;8879;;Educando o profissional reflexivo;
378;;T291;4226;;Tendências da Educação Superior para o Século XXI:;
378;;Z33e;10437;;Educar Por Competências na Formação Profissional;
378.001;;B261L;10490;;The Limits of Competence;
378.01;;A945;8447;;Avaliação Institucional:;
378.013;;E74;10557;;Etecs e Fatecs 2011;
378.146;;S622;7361;;Sistema Nacional de Avaliação da Educação Superior (Sinaes);
378.146;;S622;7362;;Sistema Nacional de Avaliação da Educação Superior (Sinaes);
378.146;;S622;7363;;Sistema Nacional de Avaliação da Educação Superior (Sinaes);
378.15;;R454;10558;;Revista da Pós-graduação da Faculdade de Tecnologia São Paulo;
378.15530981;;S256a;9186;;Avaliação emancipatória;
378.17;;A654;9556;;Aprendizagem Baseada em Problemas no Ensino Superior;
378.17;;A654;9557;;Aprendizagem Baseada em Problemas no Ensino Superior;
378.17;;A654;10706;;Aprendizagem Baseada em Problemas no Ensino Superior;
378.17;;A654;10707;;Aprendizagem Baseada em Problemas no Ensino Superior;
378.17;;A654;10708;;Aprendizagem Baseada em Problemas no Ensino Superior;
378.17;;A654;10709;;Aprendizagem Baseada em Problemas no Ensino Superior;
378.175;;P925;7546;;Prêmio Cidadania Sem Fronteiras;
378.175;;P925;7547;;Prêmio Cidadania Sem Fronteiras;
378.242;;;10519;;Os Mais Relevantes Projetos de Conclusão dos Cursos dos Mbas 2011;
378.242RPC;;M231;9389;;Os Mais Relevantes Projetos de Conclusão dos Cursos dos Mbas 2012;
378.242RPC;;M231;9390;;Os Mais Relevantes Projetos de Conclusão dos Cursos dos Mbas 2010;
378.4;;C331p;10609;;A Política de Cotas no Ensino Superior;
378.8161;;E24;2579;;Educação técnica e tecnológica em questão;
378.8161;;E24;3093;;Educação técnica e tecnológica em questão;
378.8161;;M838s;7548;;Ser ou Não Ser Tecnólogo, Eis a Questão;
378.943;;P377h;9360;;Das Hochschulsystem in Deutschland;
379;;S558p;10230;;Política Educacional;
379.02681;;S267n;10318;;Da Nova Ldb Ao Fundeb:;
379.02681;;S267n;10319;;Da Nova Ldb Ao Fundeb:;
379.33;;H488p;3423;;Parcerias em projetos de educação;
379.33;;P488p;3424;;Parcerias em projetos de educação;
379.5;;D445;10344;;Descentralização do Estado e Municipalização do Ensino;
379.5;;D445;10345;;Descentralização do Estado e Municipalização do Ensino;
379.81;;B889p;10350;;Políticas e Legislação da Educação Básica no Brasil;
379.81;;B889p;10351;;Políticas e Legislação da Educação Básica no Brasil;
379.81;;B889p;10352;;Políticas e Legislação da Educação Básica no Brasil;
379.81;;B889p;10353;;Políticas e Legislação da Educação Básica no Brasil;
380;;G943;5855;;Guia Infraero Cargo;
380;;G943;5856;;Guia Infraero Cargo;
380;;G943;5857;;Guia Infraero Cargo;
380;;G943;5858;;Guia Infraero Cargo;
380;;G943;5859;;Guia Infraero Cargo;
380;;G943;5860;;Guia Infraero Cargo;
380;;G943;5861;;Guia Infraero Cargo;
380;;G943;6844;;Guia Infraero Cargo;
380;;G943;6845;;Guia Infraero Cargo;
380;;G943;6846;;Guia Infraero Cargo;
380;;G943;6847;;Guia Infraero Cargo;
380;;G943;6848;;Guia Infraero Cargo;
380;;G943;6849;;Guia Infraero Cargo;
380;;G943;6850;;Guia Infraero Cargo;
380;;G943;6851;;Guia Infraero Cargo;
380;;G943;6852;;Guia Infraero Cargo;
380;;G943;6853;;Guia Infraero Cargo;
380;;G943;6854;;Guia Infraero Cargo;
380;;G943;6855;;Guia Infraero Cargo;
380;;G943;6856;;Guia Infraero Cargo;
380;;G943;6857;;Guia Infraero Cargo;
380;;G943;6858;;Guia Infraero Cargo;
380;;G943;6859;;Guia Infraero Cargo;
380;;G943;6860;;Guia Infraero Cargo;
380;;G943;6861;;Guia Infraero Cargo;
380;;G943;6862;;Guia Infraero Cargo;
380;;G943;6863;;Guia Infraero Cargo;
380;;G943;6864;;Guia Infraero Cargo;
380;;G943;6865;;Guia Infraero Cargo;
380;;G943;6866;;Guia Infraero Cargo;
380;;G943;6867;;Guia Infraero Cargo;
380;;G943;6868;;Guia Infraero Cargo;
380;;G943;6869;;Guia Infraero Cargo;
380;;G943;6870;;Guia Infraero Cargo;
380;;G943;6871;;Guia Infraero Cargo;
380;;G943;6872;;Guia Infraero Cargo;
380;;G943;6873;;Guia Infraero Cargo;
380.10285;;A334c;9187;;Comércio eletrônico;
380.154;;W344g;10792;;Gestão de Eventos;
380.3;;D249L;172;;Logística Internacional;
380.3;;D249L;173;;Logística Internacional;
380.3;;D249L;174;;Logística Internacional;
380.3;;D249L;175;;Logística Internacional;
380.3;;D249L;176;;Logística Internacional;
380.3;;M859L;315;;Logística Internacional Segura;
380.3;;M859L;330;;Logística Internacional Segura;
382;;A999fi;1084;;Finanças Internacionais;
382;;B625i;5074;;Importação;
382;;B625i;5075;;Importação;
382;;B625i;5076;;Importação;
382;;B625i;7555;;Importação;
382;;B625i;7556;;Importação;
382;;B625i;7557;;Importação;
382;;B625i;7558;;Importação;
382;;B625i;7559;;Importação;
382;;B625n;2001;;Noções Básicas de Importação;
382;;B625n;2002;;Noções Básicas de Importação;
382;;B625n;2618;;Noções básicas de importação;
382;;B625n;2619;;Noções básicas de importação;
382;;B625n;3370;;Noções básicas de importação;
382;;B625n;4825;;Noções Básicas de Importação;
382;;B625n;5190;;Noções Básicas de Importação;
382;;C198c;2018;;Comércio internacional e importação;
382;;C198c;2070;;Comércio internacional e importação;
382;;C285i;2003;;Uma introdução ao sistema aduaneiro;
382;;C285i;2006;;Uma introdução ao sistema aduaneiro;
382;;C571f;5987;;Fundamentos de Comércio Internacional;
382;;C571f;5988;;Fundamentos de Comércio Internacional;
382;;C571f;5989;;Fundamentos de Comércio Internacional;
382;;C571f;5990;;Fundamentos de Comércio Internacional;
382;;C571f;6820;;Fundamentos de Comércio Internacional;
382;;C571f;6821;;Fundamentos de Comércio Internacional;
382;;C571f;6822;;Fundamentos de Comércio Internacional;
382;;C571f;6823;;Fundamentos de Comércio Internacional;
382;;C732;5950;;Comércio Exterior;
382;;C732;5951;;Comércio Exterior;
382;;C732;5952;;Comércio Exterior;
382;;C732;5953;;Comércio Exterior;
382;;C732;6690;;Comércio Exterior;
382;;C732;6691;;Comércio Exterior;
382;;C732;6692;;Comércio Exterior;
382;;C732;6693;;Comércio Exterior;
382;;C732;8391;;Comércio Exterior;
382;;D441m;8106;;O Desafio dos Mercados Externos;
382;;F237c;423;;Curso de Comércio Exterior;
382;;F237c;7568;;Curso de Comércio Exterior;
382;;F237c;7569;;Curso de Comércio Exterior;
382;;F237c;7570;;Curso de Comércio Exterior;
382;;F237c;7571;;Curso de Comércio Exterior;
382;;G393;304;;Gestão das Relações Econômicas Internacionais e Comércio Exterior;
382;;G393;7669;;Gestão Internacional;
382;;G393;9895;;Gestão das Relações Econômicas Internacionais e Comércio Exterior;
382;;G393;10267;;Gestão das Relações Econômicas Internacionais e Comércio Exterior;
382;;G633b;19;;Blocos Economicos;
382;;G633b;20;;Blocos Economicos;
382;;G633b;21;;Blocos Economicos;
382;;G633b;22;;Blocos Economicos;
382;;G633b;23;;Blocos Economicos;
382;;G633b;8385;;Blocos econômicos;
382;;G924n;7127;;Negócios Internacionais;
382;;G924n;7128;;Negócios Internacionais;
382;;G924n;7129;;Negócios Internacionais;
382;;G924n;7130;;Negócios Internacionais;
382;;H336n;4030;;Negócios Internacionais;
382;;H336n;4032;;Negócios Internacionais;
382;;H336n;4033;;Negócios Internacionais;
382;;H336n;4034;;Negócios Internacionais;
382;;H336n;8417;;Negócios Internacionais;
382;;I61c;8017;;Intercâmbio Comercial do Agronegócio - Edição 2010;
382;;I61c;8018;;Intercâmbio Comercial do Agronegócio - Edição 2010;
382;;K26a;5983;;Abc do Comércio Exterior;
382;;K26a;5984;;Abc do Comércio Exterior;
382;;K26a;5985;;Abc do Comércio Exterior;
382;;K26a;5986;;Abc do Comércio Exterior;
382;;K26c;5189;;ABC do comércio exterior;
382;;K26c;6824;;Abc do Comércio Exterior;
382;;K26c;6825;;Abc do Comércio Exterior;
382;;K26c;6826;;Abc do Comércio Exterior;
382;;K26c;6827;;Abc do Comércio Exterior;
382;;K66f;7564;;Finanças internacionais;
382;;K66f;7565;;Finanças internacionais;
382;;K66f;7566;;Finanças internacionais;
382;;K66f;7567;;Finanças internacionais;
382;;K66f;8381;;Finanças internacionais;
382;;L864c;7733;;Comércio exterior competitivo;
382;;L946m;8380;;Mercados e negócios internacionais;
382;;M198c;549;;Comércio exterior e negociações internacionais;
382;;M198c;6080;;Comércio exterior e negociações internacionais;
382;;M198c;6081;;Comércio exterior e negociações internacionais;
382;;M198c;6082;;Comércio exterior e negociações internacionais;
382;;M198c;6083;;Comércio exterior e negociações internacionais;
382;;M294;5954;;Manual Prático de Comércio Exterior;
382;;M294;10466;;Manual prático de comércio exterior;
382;;M294n;3352;;Manual de Negociações Internacionais;
382;;M539c;7346;;Câmbio e negócios internacionais;
382;;M626;4425;;As Micro e Pequenas Empresas na Exportação Brasileira - Brasil e Estados:;
382;;M626;4426;;As Micro e Pequenas Empresas na Exportação Brasileira - Brasil e Estados:;
382;;M827c;5991;;Comércio Internacional;
382;;M917L;6225;;Legislación básica del comercio internacional;
382;;N643c;2009;;Conhecimentos elementares de comércio exterior e câmbio;
382;;O48c;2022;;Comércio Exterior e a Questão Portuária;
382;;O48c;2023;;Comércio Exterior e a Questão Portuária;
382;;R129m;7642;;Mercado de câmbio e operações de trade finance;
382;;R129m;7643;;Mercado de câmbio e operações de trade finance;
382;;R129m;7644;;Mercado de câmbio e operações de trade finance;
382;;R129m;7645;;Mercado de câmbio e operações de trade finance;
382;;R222ff;1082;;Forfaiting e Factoring:;
382;;R237c;2026;;Comércio Internacional e Câmbio;
382;;R237c;2027;;Comércio Internacional e Câmbio;
382;;R237c;5083;;Comércio Internacional e Câmbio;
382;;R237c;5084;;Comércio Internacional e Câmbio;
382;;R237c;5085;;Comércio Internacional e Câmbio;
382;;R237c;5149;;Comércio Internacional e Câmbio;
382;;R237c;5271;;Comércio Internacional e Câmbio;
382;;R237c;8156;;Comércio Internacional e Câmbio;
382;;R237c;8157;;Comércio Internacional e Câmbio;
382;;R237c;8158;;Comércio Internacional e Câmbio;
382;;R237c;8159;;Comércio Internacional e Câmbio;
382;;R237c;8160;;Comércio Internacional e Câmbio;
382;;R237c;8161;;Comércio Internacional e Câmbio;
382;;R237c;8162;;Comércio Internacional e Câmbio;
382;;R237c;8163;;Comércio Internacional e Câmbio;
382;;R237c;9296;;Comércio Internacional e Câmbio;
382;;S586g;478;;Gestão global;
382;;S586g;7560;;Gestão global;
382;;S586g;7561;;Gestão global;
382;;S586g;7562;;Gestão global;
382;;S586g;7563;;Gestão global;
382;;V657i;5077;;Importação;
382;;V657i;5078;;Importação;
382;;V657i;5079;;Importação;
382;;V657i;7575;;Importação;
382;;V657i;7576;;Importação;
382;;V657i;7577;;Importação;
382;;V657i;7578;;Importação;
382;;V657t;7726;;Teoria e prática cambial;
382;;V657t;7727;;Teoria e prática cambial;
382;;V657t;7728;;Teoria e prática cambial;
382;;V657t;7729;;Teoria e prática cambial;
382;;V658i;154;;Importação;
382;;V665t;438;;Teoria e prática cambial;
382.012;;B625c;8387;;Classificação Fiscal de Mercadorias;
382.014;;I59;7718;;Incoterms 2000;
382.014;;I59;7719;;Incoterms 2000;
382.014;;I59;7720;;Incoterms 2000;
382.014;;I59;7721;;Incoterms 2000;
382.03;;L961T;467;;Terminglês;
382.03;;S758L;4270;;Let`s Trade in English;
382.03;;S758L;5138;;Let's trade in english;
382.03;;S758L;6038;;Let's trade in english;
382.03;;S758L;6039;;Let's trade in english;
382.03;;S758L;6040;;Let's trade in english;
382.03;;S758L;6041;;Let's trade in english;
382.03;;S758L;6042;;Let's trade in english;
382.03;;S758L;6183;;Let's trade in english;
382.03;;S758L;8798;;Let's trade in english;
382.03;;S758L;8799;;Let's trade in english;
382.03;;S758L;8800;;Let's trade in english;
382.03;;S758L;8801;;Let's trade in english;
382.03;;S758L;8802;;Let's trade in english;
382.03;;S758L;8803;;Let's trade in english;
382.03;;S758L;9052;;Let's trade in english;
382.03;;S758L;10156;;Let's trade in english;
382.03;;S758L;10157;;Let's trade in english;
382.06052;;D136p;8388;;As poderosas trading companies japonesas;
382.068;;L333g;9916;;A Gestão Logística Global;
382.068;;L333g;9917;;A Gestão Logística Global;
382.068;;L333g;9918;;A Gestão Logística Global;
382.068;;L333g;9919;;A Gestão Logística Global;
382.068;;L946c;501;;Como Preparar Uma Empresa para o Comércio Exterior;
382.068;;L946od;3380;;Como organizar um departamento de comércio exterior;
382.068;;L946p;9837;;Como Preparar Uma Empresa para o Comércio Exterior;
382.068;;L979c;7836;;Comércio internacional e legislação aduaneira;
382.068;;L979c;7837;;Comércio internacional e legislação aduaneira;
382.068;;L979c;7838;;Comércio internacional e legislação aduaneira;
382.068;;L979c;7839;;Comércio internacional e legislação aduaneira;
